Manufacturer,Model,Date,Type,Refrigerant,Mass of Refrigerant [kg],Pdesignc,T_outside [°C],T_out [°C],Pdc [kW],EER
DAIKIN Europe N.V.,ERGA04EV / EHSXB04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV / EHSXB04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EVA / EHSX04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EVA / EHSX04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EVA / EHSX04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EVA / EHSX04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EVA / EHSXB04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EVA / EHSXB04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EVA / EHSXB04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EVA / EHSXB04P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA06EV / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA08EV / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EVA / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHSX(B)08P30D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EVA / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHSX08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EVA / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHSXB08P50D3,2018-08-17,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERLA03DV / EHFH03S18D3V + cooling kit,2020-03-27,Outdoor Air/Water,R32,1,3.50,35,7,3.49,3.03
DAIKIN Europe N.V.,ERLA03DV / EHFH03S18D3V + cooling kit,2020-03-27,Outdoor Air/Water,R32,1,3.50,30,7,2.66,4.21
DAIKIN Europe N.V.,ERLA03DV / EHFH03S18D3V + cooling kit,2020-03-27,Outdoor Air/Water,R32,1,3.50,25,7,1.73,5.11
DAIKIN Europe N.V.,ERLA03DV / EHFH03S18D3V + cooling kit,2020-03-27,Outdoor Air/Water,R32,1,3.50,20,7,1.38,6.79
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S23D3V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S23D3V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S23D3V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S23D3V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S23D6V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S23D6V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S23D6V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S23D6V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S23E3V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S23E3V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S23E3V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S23E3V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S23E6V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S23E6V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S23E6V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S23E6V(G),2018-03-26,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04S23E6V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04S23E6V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04S23E6V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04S23E6V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04SU23E6V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04SU23E6V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04SU23E6V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04SU23E6V,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV / EHVH04S23E6V + cooling kit,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV / EHVH04S23E6V + cooling kit,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV / EHVH04S23E6V + cooling kit,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV / EHVH04S23E6V + cooling kit,2018-03-26,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S18E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S18E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S18E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S18E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHVH08S18E6V,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHVH08S18E6V,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHVH08S18E6V,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHVH08S18E6V,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHVH08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHVH08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHVH08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHVH08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHVH08SU18E6V,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHVH08SU18E6V,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHVH08SU18E6V,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHVH08SU18E6V,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S23E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S23E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S23E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S23E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S23E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S23E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S23E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHVX08S23E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVX08S23E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVX08S23E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVX08S23E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVX08S23E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVX08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVX08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVX08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVX08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU23E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU23E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU23E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU23E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S239W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S239W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S239W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S239W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA08DVA / EHVX08S18D6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08DVA / EHVX08S18D6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08DVA / EHVX08S18D6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08DVA / EHVX08S18D6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S18E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S18E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S18E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S18E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S18E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S23E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S23E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S23E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S23E9W,2018-03-27,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S23E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S23E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S23E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHVX08S23E6V(G),2018-03-27,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08DV / EHVX08S23D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08DV / EHVX08S23D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08DV / EHVX08S23D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08DV / EHVX08S23D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVX08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVX08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVX08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVX08S23E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
